Uuid,Void/Retire,Short name:en,Fully specified name:en,Fully specified name:fr,Data class,Data Type,Members,_version:1,_order:500
8f29cfad-b34f-463b-b4f8-9ea56e4ea9d3,,,Dextrose & Normal Saline (DNS),Dextrose & Chlorure de sodium (DNS),Drug,,,,
eab2bb93-b2d1-42ef-817e-1b47d79d76db,,,Diazepam,Diazépam,Drug,,,,
391d02a4-2640-4d7b-900f-f74de8e1b6ed,,,Diclofenac,Diclofénac,Drug,,,,
392ff197-bcb2-44f3-933c-6e8ecb3d926e,,,Dicyclomine,Dicyclomine,Drug,,,,
39e70f10-d942-4e2e-b976-28a629d6740b,,,Diethylcarbamazine,Diéthylcarbamazine,Drug,,,,
72005c75-6d84-468e-a28e-43ca17a7216a,,,Digoxin,Digoxine,Drug,,,,
0948a889-1da2-44a2-9e30-51c38874a65d,,,Disodium Hydrogen Citrate,Hydrogéno-citrate disodique,Drug,,,,
b68192db-fc09-445f-9232-0ba54858e41d,,,Domperidone,Dompéridone,Drug,,,,
f1e6e3c0-acf9-478a-b69e-94cf54a0d45b,,,Dopamine,Dopamine,Drug,,,,
b571adbe-388f-4219-be01-343738d3ed80,,,Doxycycline,Doxycycline,Drug,,,,
d612ddcc-9d3b-4489-97e1-22893c9735df,,,Enalapril,Enalapril,Drug,,,,
e5c615d2-e6d6-463f-945b-92afb28e027f,,,Ethamsylate,Ethamsylate,Drug,,,,
706797d0-635b-44d3-a46c-ddbe0d8483c1,,,Ethionamide,Ethionamide,Drug,,,,
7f097fc4-be12-4916-99e5-4ebdc8abe832,,,Etophylline & Theophylline,Etophylline et theophylline,Drug,,,,
1952c13e-d829-4450-a605-828a1bd6c11e,,,Famotidine,Famotidine,Drug,,,,
e2650794-cf62-4a1a-a678-0bcc3bf21323,,,Finasteride,Finastéride,Drug,,,,
32d6f1a8-7a0d-46f7-845a-84e3a27e686e,,,Fluconazole,Fluconazole,Drug,,,,
ce9896a2-de40-4b8e-88fb-e6477eb27f18,,,Fluoxetine,Fluoxétine,Drug,,,,
9486be67-f05f-44a3-8962-0746f0904f1b,,,Folic Acid,Acide folique,Drug,,,,
a82fd4d8-1898-4aa3-86dd-5a0c09381a3f,,,Frusemide,Frusémide,Drug,,,,
81e598ec-f743-409e-8e35-1a682339042d,,,Frusemide & Amiloride,Frusémide et amiloride,Drug,,,,
9f6c3927-2a31-485c-8735-f10b9951aef9,,,Furosemide,Furosémide,Drug,,,,
cb8b19e0-efae-44a2-923f-c65a08595cbf,,,Furosemide & Spironolactone,Furosémide et spironolactone,Drug,,,,
41bf087e-6031-4735-a310-7d6232f2b027,,,Fusidic Acid,Acide fusidique,Drug,,,,
0c0563de-cd06-49de-8b31-af79d668b81b,,,Gabapentin,Gabapentine,Drug,,,,
f59f2ffe-18b9-4534-b15b-9e8f4ef41bbd,,,Gamma Benzene Hexachloride & Cetrimide,Hexachlorures de benzene gamma et cétrimide,Drug,,,,
1b6b830c-068d-460d-8411-c42ffe7b0331,,,Gentamycin,Gentamycine,Drug,,,,
c30f5267-e067-4e01-9b88-8f4ee5c7c069,,,Gentian Violet,Violet de gentiane,Drug,,,,
e94c6d4c-589d-46c5-a971-99070df288a8,,,Glimepiride,Glimépiride,Drug,,,,
6b90f8e8-2406-45f0-bec4-19d65477147f,,,Glycerine & Sodium Chloride Enema,Lavement glycerine et chlorure de sodium,Drug,,,,
604fc052-da3e-4032-aeb8-3f88a8041448,,,Glyceryl Trinitrate,Trinitrate de glycéryle,Drug,,,,
5831575c-89a8-45d5-a02e-ac194d70c064,,,Haloperidol,Halopéridol,Drug,,,,
8df288a5-9288-4ded-a862-ffb1ed062a12,,,Hydrochlorothiazide,Hydrochlorothiazide,Drug,,,,
a2956625-0a07-48b7-9344-3cb707dcd542,,,Hydrocortisone,Hydrocortisone,Drug,,,,
fd8e84b9-be65-4a8f-b5e1-1b0f80a09035,,,Hydrogen Peroxide,Peroxyde d'hydrogene,Drug,,,,
44dbd31a-7c2d-422d-b584-004532e4aaff,,,Hyoscine Butylbromide,Butylbromure d'hyoscine,Drug,,,,
ff5cdb18-0258-4467-bf1f-35c7b6339767,,,Ibuprofen,Ibuprofene,Drug,,,,
46a9fa37-d6f2-4f72-8a16-c1a76008f508,,,Ibuprofen & Paracetamol,Ibuprofene et paracétamol,Drug,,,,
1550184e-b01e-487e-98e6-6be5affdd67d,,,Indomethacin,Indométhacine,Drug,,,,
aee5f376-e00c-46f3-83ef-3759e54f85a1,,,Insulin,Insuline,Drug,,,,
3fce12df-5872-4466-841c-2ec8e195733b,,,Ipratropium,Ipratropium,Drug,,,,
d5a8fc85-6ee9-4983-a056-f4d3449f6af8,,,Ipratropium Bromide,Bromure d'ipratropium,Drug,,,,
c65d61af-b804-4a17-8f6b-b6d758fcf75a,,,Isosorbide Mononitrate,Mononitrate d'isosorbide,Drug,,,,
b4f9dd7f-4718-47ab-8697-9ce41548452e,,,Ivermectin,Ivermectine,Drug,,,,
bc2a1619-fd05-479e-a122-5de978ef114d,,,Ketamine,Kétamine,Drug,,,,
73e9e187-7164-4e0a-bb36-0a7178406288,,,Ketoconazole,Kétoconazole,Drug,,,,
b24cc360-c046-44cf-a6be-e4aeb385992e,,,Lactulose,Lactulose,Drug,,,,
98dbb9b2-9859-4b68-b08a-78f88f629d40,,,Levofloxacin,Lévofloxacine,Drug,,,,
9ee39084-8962-48d8-bb31-fb89337e8bce,,,Levonorgestrel & Ethinylestradiol,Lévonorgestrel et éthinyl estradiol,Drug,,,,
e61d0a67-a5a6-44e7-8907-6a82d765ca1f,,,Levothyroxine,Lévothyroxine,Drug,,,,
7eb9a61f-a390-4bc4-bc07-c5b1520d3cb4,,,Lignocaine,Lignocaïne,Drug,,,,
c38432d2-3b74-4431-8b60-12a6b053394b,,,Lignocaine & Adrenaline,Lignocaïne et adrénaline,Drug,,,,
502a66e9-2eb3-4e13-926f-57fe9d393a94,,,Losartan,Losartan,Drug,,,,
0bdba7cc-fcd1-41e1-8f79-6407d2835a78,,,Magnesium,Magnésium,Drug,,,,
00fe2104-f143-4250-ab30-d22ca130e685,,,Mannitol,Mannitol,Drug,,,,
00e041c7-1731-4d0f-bf0d-980192ad38c1,,,Medroxyprogesterone,Médroxyprogestérone,Drug,,,,
fcac77cf-fd5d-4083-9426-1591531bdb84,,,Medroxyprogesterone Acetate,Acétate de médroxyprogestérone,Drug,,,,
017dcf18-5ba3-4aac-b12a-27a5df1ffee5,,,Methotrexate,Méthotrexate,Drug,,,,
79ae8e90-0903-41fd-a727-deca362b1d2e,,,Methylergometrine,Méthylergométrine,Drug,,,,
fa2a3b41-e500-45cd-8f93-e7d77d5db398,,,Metoclopramide,Métoclopramide,Drug,,,,
c929e588-db44-4d91-8040-d82cd21744d1,,,Metronidazole & Diloxanide,Métronidazole et diloxanide,Drug,,,,
75fd74ef-1b85-4fac-9a44-b56eb5c2b2a3,,,"Metronidazole, Chlorhexidine, Lignocaine & Menthol","Métronidazole, chlorhéxidine, lignocaïne et menthol",Drug,,,,
75354dd0-4650-438e-a819-b1bee23e0f0e,,,Midazolam,Midazolam,Drug,,,,
62000346-9e4b-4462-bd36-561804ad10ad,,,Mifepristone & Misoprostol,Mifepristone et misoprostol,Drug,,,,
75523cab-d099-40a9-aaed-8ac097d88014,,,Miltefosine,Miltefosine,Drug,,,,
30754108-af96-41aa-adee-2b6556bc48f3,,,Mirtazapine,Mirtazapine,Drug,,,,
eb3c251d-b345-4517-9438-8ffb9336ebc9,,,Misoprostol,Misoprostol,Drug,,,,
77a46432-ce20-4aab-96dc-6a12feac08b4,,,Naloxone,Naloxone,Drug,,,,
a1b11bd9-f344-432a-877e-c12784c1acc1,,,Neomycin & Polymyxin B & Bacitracin Zinc,"Néomycine, polymyxine B et bacitracine-zinc",Drug,,,,
251a17f9-c229-4aee-9555-9bf7620b2a5a,,,Nifedipine,Nifédipine,Drug,,,,
e678879b-630d-441c-aa5e-e93f6eff038f,,,Nimesulide,Nimesulide,Drug,,,,
64d72b1f-2585-48e2-b66a-0da320d068da,,,Nitrofurantoin,Nitrofurantoïne,Drug,,,,
cc4a27b0-78cb-4d3d-9c85-51f4a06d1f4a,,,Normal Saline (NS),Solution physiologique salée (NS),Drug,,,,
3bb1e50f-7d8e-440e-8bc9-9736d147a5bd,,,Ofloxacin,Ofloxacine,Drug,,,,
df3f7c1f-dac8-429b-ba38-90d770c1253c,,,Omeprazole,Omeprazole,Drug,,,,
c1c56699-79cd-4d37-9cbd-6166430b7948,,,Ondansetron,Ondansétron,Drug,,,,
4f4a63d6-b45c-48fa-9382-d35b6ea20c87,,,Oral Hormonal Contraceptive Pills,Contraceptifs hormonaux oraux,Drug,,,,
98764756-01cd-4a55-a339-b33ab13c4b46,,,Oral Rehydration Solution (ORS),Solution de réhydratation orale (ORS),Drug,,,,
e16636a1-5350-40b3-9a42-a806996687e0,,,Oxymetazoline,Oxymétazoline,Drug,,,,
2a301cf3-7a51-487d-8a07-5f9db3baafd7,,,Oxytocin,Ocytocine,Drug,,,,
2ba5c05a-357c-4469-b83b-2b8d30ca126c,,,P Dextrose And Electrolyte Solution,Solution de dextrose P et electrolytes,Drug,,,,
b3ed709f-f800-4ea9-bbba-f52c69ef0d86,,,Pantoprazole,Pantoprazole,Drug,,,,
2f24dfb3-a88d-435f-989d-12673a2a005b,,,Paracetamol & Codeine Phosphate,Paracétamol et phosphate de codeine,Drug,,,,
8686e582-0eff-45d6-bd70-a75f3478d338,,,Paracetamol Paediatric,Paracétamol pédiatrique,Drug,,,,
214ebdfb-2940-42f8-a5e6-e04c2455c1c5,,,Paradichloro Benzene,Paradichlorobenzene,Drug,,,,
9d7acd58-f181-4be0-9350-bcd152512451,,,"Paradichlorobenzene, Benzocaine, Chlorbutol & Turpentine Oil","Paradichlorobenzene, benzocaine, chlorbutol et huile de térébenthine",Drug,,,,
ec1d2aab-f420-4442-94cc-425158e6d6e5,,,Pheniramine,Phéniramine,Drug,,,,
a83d9a71-15da-4b26-81e6-c7845e3f5986,,,Pheniramine Maleate,Maléate de pheniramine,Drug,,,,
172ca645-fdf5-4b81-b521-ded7718a869f,,,Phenobarbitone,Phenobarbitone,Drug,,,,
885e1f5c-ad78-4614-98a6-b03760030a11,,,Phenytoin,Phénytoïne,Drug,,,,
818ef5bc-4455-4c4d-ba15-a9082ec416e9,,,Pilex,Pilex,Drug,,,,
bcd42942-6c33-4195-a857-e3b62da29711,,,Polyvalent Anti Snake Serum,Antivenin de serpent polyvalent,Drug,,,,
a5547d6c-7e42-4a50-94e2-8e6e73aa6afe,,,Potassium Chloride,Chlorure de potassium,Drug,,,,
159bc783-b046-433f-93ef-9b33496f962e,,,Prednisolone,Prednisolone,Drug,,,,
2e873fde-66b3-41b4-bdb7-1c29c8d5e1cf,,,Primaquine,Primaquine,Drug,,,,
5ec1c55d-1874-4616-a950-585453a5b710,,,Prochlorperazine Maleate,Maléate de prochlorperazine,Drug,,,,
983d2877-a259-4a77-8f0e-985e5b97fec7,,,Promethazine,Promethazine,Drug,,,,
5dd2c915-f10d-4e97-945d-bd62d7eae63c,,,Promethazine Hydrochloride (HCl),Hydrochlorure de promethazine (HCl),Drug,,,,
ed70dd9f-fa19-48e9-9218-ce2998c63c49,,,Propofol,Propofol,Drug,,,,
062fc7f6-3d11-409a-96f7-a60cd8a71a36,,,Propranolol,Propranolol,Drug,,,,
14f9dc07-8881-41fe-aee6-0f2ab502d0c3,,,Pyridoxine,Pyridoxine,Drug,,,,
35191c44-1b60-4f6f-b378-d3bc34b83612,,,Pyrimethamine Sulfadoxine,Pyrimethamine et sulfadoxine,Drug,,,,
a0660319-fed1-4830-ad75-4c9e02519fc5,,,Rabeprazole Sodium,Rabéprazole sodique,Drug,,,,
4c187e9c-3623-4763-94b4-86426e6a447f,,,Ranitidine,Ranitidine,Drug,,,,
b85c29f2-21fe-4384-ab1e-b98f35112702,,,Risperidone,Risperidone,Drug,,,,
b368b7f7-f87b-4414-9537-1f6bee82e448,,,Ringers Lactate (RL),Ringers lactate (RL),Drug,,,,
9088359a-587f-4dbc-b13e-b3c38a07cd85,,,Salbutamol,Salbutamol,Drug,,,,
1dd509c8-b38b-4e7e-abde-8fc87652efc5,,,Salbutamol & Bromhexine,Salbutamol et bromhexine,Drug,,,,
702e6e2b-6098-4b48-9398-897faffe9e66,,,Saline,Saline,Drug,,,,
26eafc63-b224-4b57-afb9-55c7c4a7686e,,,Silver Sulphadiazene,Sulphadiazene argentique,Drug,,,,
c5d5c9ba-02fe-4c57-ad35-db23e8138561,,,Sodium Valproate,Valproate sodique,Drug,,,,
d4c72168-24b0-4d22-ba60-848e7c146333,,,Spironolactone,Spironolactone,Drug,,,,
becdbefb-d88b-4a21-affa-46a2c5dbdbdb,,,Sulfamethoxazole & Trimethoprim,Sulfaméthoxazole et triméthoprime,Drug,,,,
7d576a6f-1755-44f5-8fd6-2b3a848c6bb5,,,Tetanus Antitoxin,Antitoxine tétanique,Drug,,,,
f97877a1-a7c1-4965-9c49-8cd5ad0c0a70,,,Tetanus Immunoglobulin,Immunoglobuline tétanique,Drug,,,,
98b66058-5de5-4a1e-85ef-ec981bee6ad3,,,Tetracycline Ophtalmic,Tétracycline opthalmique,Drug,,,,
49abc01a-a419-4941-9d9b-8c6eacc105b0,,,Tinidazole,Tinidazole,Drug,,,,
5d750d5c-8d7f-4917-a4db-42a252f1f42a,,,Tizanidine,Tizanidine,Drug,,,,
34daf0c8-739f-4649-9d96-b45a32a233d6,,,Tramadol,Tramadol,Drug,,,,
c6557538-cc7e-4ca8-bfeb-80ff5c4f4976,,,Tranexamic Acid,Acide tranéxamique,Drug,,,,
89c0742a-477b-4292-bf7d-b9e57aa002f0,,,Triamcinolone,Triamcinolone,Drug,,,,
ace96e9a-ad72-49bc-a662-49f9b143f05c,,,Trihexyphenidyl,Trihexyphénidyl,Drug,,,,
2e5adbd4-8ddf-4848-ade4-ebd8d16e9c3f,,,Trypsin Chymotrypsin,Trypsine et chymotrysine,Drug,,,,
0a3353a4-ddf7-4a65-b882-3da94520c565,,,Tuberculin Purified Protein Derivative (PPD),Tuberculine (PPD),Drug,,,,
ffa61758-5521-463b-a8a6-ca074f407fd2,,,Valproic Acid,Acide valproïque,Drug,,,,
040cf656-a2ac-4807-923f-a35eec824f0f,,,Verapamil,Vérapamil,Drug,,,,
836b7f4c-9e3c-4a53-bb08-ab8990b5b9d8,,,Vitamin B Complex,Complexe de vitamines B,Drug,,,,
62f323dd-2a15-43b3-a633-08114aa4984d,,,Vitamin K,Vitamine K,Drug,,,,
5e97fe35-58df-4925-bba7-7c49d75268a1,,,Warfarin,Warfarine,Drug,,,,
e3d3ea1c-4e80-49d6-8e0c-57680f0139d5,,,Zinc Sulphate,Sulphate de zinc,Drug,,,,
095d1d67-1f62-4731-aa4e-a76bb77f2fa9,,,Methimazole,Méthimazole,Drug,,,,
3440c780-b5ff-4b47-82e2-e0b8fc16bc89,,,Acetaminophen,Acétaminophene,Drug,,,,
e770a760-5e8b-42d8-939f-c7b12ea3754f,,,Multi-Vitamin Adult,Multi-vitamines adulte,Drug,,,,
8a52cbaf-7303-44a8-ba47-976c4104f9d7,,,Multi-Vitamin Children,Multi-vitamines enfants,Drug,,,,
564a7a84-148f-4814-a520-d0351dbea6dc,,,Multi-Vitamin Prenatal,Multi-vitamines prénatal,Drug,,,,
1e10d8c9-36f0-4d6b-8ff6-7a453876d512,,,Tenormin,Tenormin,Drug,,,,
fe5a3fbb-4a2d-4ca0-9eda-737e17d96f52,,,Lisinopril,Lisinopril,Drug,,,,
72c81a79-f281-40ac-a54c-bed78c89e385,,,Celecoxib,Célécoxib,Drug,,,,
f381801c-7c75-4ab9-bdfe-3caa07175dfc,,,Calcium Carbonate,Carbonate de calcium,Drug,,,,
da550975-a6c3-47f2-b568-1e2e749644c7,,,Glipizide Er,Glipizide Er,Drug,,,,
2dc41359-1deb-4a83-b5ae-82c7df066bb4,,,Bacitracin,Bacitracine,Drug,,,,
984a9a0b-13f6-4bb4-b55d-c51d5ce225c9,,,Nystatin,Nystatine,Drug,,,,
0f5a1ae5-e52f-4252-96c4-895487daa4ff,,,Valacyclovir,Valacyclovir,Drug,,,,
18e51e1e-544c-4716-a87b-79748cb46229,,,Gamma-Hexachlorocyclohexane,Gamma-hexachlorocyclohexane,Drug,,,,
43338e03-ed88-43c9-af23-995d91b94c0d,,,Amoxicillin & Clauvulanate,Amoxicilline et clauvulanate,Drug,,,,
3c1e94bf-2892-461c-8d95-32bd533802a6,,,Cefuroxime,Céfuroxime,Drug,,,,
0fef4696-0ca0-4d5d-9fd2-69735171412f,,,Atovaquone & Proquanil,Atovaquone et proquanil,Drug,,,,
c5a918a7-e968-4836-b8c3-15f7e1b22373,,,Fluticasone & Salmeterol,Fluticasone et salmeterol,Drug,,,,
04cda318-f9d2-4c09-bf27-8597b9bbdc68,,,Budesonide & Formoterol,Budésonide et formotérol,Drug,,,,
39aee96f-314c-4535-a249-171b4191b70f,,,Fluticasone Furoate & Vilanterol,Furoate de fluticasone et vilanterol,Drug,,,,
6ad5a53a-4d46-475e-9de9-d16a4ee9bbfe,,,Tiotropium,Tiotropium,Drug,,,,
7e31f224-d756-41e6-9fd0-eb5ce3985460,,,Budesonide,Budésonide,Drug,,,,
445f380a-f693-4100-9c9a-e43b73635039,,,Albuterol,Albutérol,Drug,,,,
55db5ea6-2a10-4782-acbf-6971017de4b6,,,Levabuterol,Levabutérol,Drug,,,,
5a26faba-ca4c-458c-9f41-2a75e242694e,,,Polyethylene Glycol,Polyéthylene glycol,Drug,,,,
1a88b47f-b42f-414c-a159-c0261634441d,,,Docusate Sodium,Docusate de sodium,Drug,,,,
e0e07cd2-9da6-492f-bbfa-8599e87ad9a4,,,Senna,Séné,Drug,,,,
2950f6c0-e75a-458e-9585-4096b9c759bf,,,Loratadine,Loratadine,Drug,,,,
1d4d3f02-ccf9-4c9e-b321-486b75c50924,,,Diphenhydramine,Diphenhydramine,Drug,,,,
8d27dba5-b2ee-4f02-acb7-49e63267cdfe,,,Prednisone,Prednisone,Drug,,,,
fefa8262-934f-49c5-827f-be9533a4cd94,,,Tramadol & Acetaminophen,Tramadol et acétaminophen,Drug,,,,
85be45f9-2e97-4427-a1f8-0d3b830bef11,,,"Peanut, Sugar, Vegetable oil, Milk, Vitamins, minerals","Peanut, Sugar, Vegetable oil, Milk, Vitamins, minerals",Drug,,,,
4d159957-5f5c-444c-9637-8ab41e564f1f,,,Cyclobenzaprine,Cyclobenzaprine,Drug,,,,
874d6f27-5c77-46fd-9d55-56e8880c9c03,,,Esomeprazole,Esoméprazole,Drug,,,,
6315c226-01f6-4c59-9332-74f5347c3ef7,,,Permethrin,Perméthrine,Drug,,,,
965b643b-c07e-4959-8476-172e4aa5c4f9,,,Miconozole,Miconozole,Drug,,,,
af2ea7b7-e1f3-4e26-be0d-7d67242b8fd4,,,Tolnoftate,Tolnoftate,Drug,,,,
4ceec0ac-5c27-4c46-bb21-73dde18d02bd,,,Lidocaine,Lidocaïne,Drug,,,,
1b296ced-55cc-48b7-96c3-9447267d1302,,,Benzyl Benzoate,Benzoate de benzyl,Drug,,,,
37466129-caab-4a63-b050-95f6d7024ef6,,,Glyburide,Glyburide,Drug,,,,
73e70d41-9b9c-467d-b7a8-8ca548d34031,,,Cefaclor,Céfaclor,Drug,,,,
fdb394d2-4ed8-4a8f-be4b-a37e3a783537,,,Famciclovir,Famciclovir,Drug,,,,
42bd60df-ddbb-402e-afb0-55479036d9c2,,,Minocycline,Minocycline,Drug,,,,
be063ef1-5a35-491c-b521-fd93bcad0117,,,Clindamycin,Clindamycine,Drug,,,,
587a6e6e-3675-4c92-bac0-a5c99ce1425e,,,Tobramycin & Dexamethasone,Trobramycine & Dexaméthasone,Drug,,,,
fb23af41-6811-4e45-b0ee-dc1c0e2239cb,,,Methylprednisolone,Méthylprednisolone,Drug,,,,
