id,name,categ_id/id,type,purchase_ok,sale_ok,invoice_policy
"init.4dfd259f-eb01-4934-be4d-48e270a01584","GO204 - Tubal ligation",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.dce48176-4309-4a02-a5f3-fddad3fc5646","GO203 - Pelvic peritonitis drainage",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.22a502a3-22d6-46d2-9a54-f3cb508bbf4c","GO202 - Uterine curettage",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.84616255-0a57-4ce6-a870-d5bbab3c3997","GO201 - Uterine revision",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.26f6b50a-60d6-4ec4-84a8-8549b24eb495","GO199 - Other major gynecological-obstetric surgery",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.c455c235-b07d-49dd-a334-4c82d955f05e","GO109 - Breast tumor",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.ad33b801-c6ef-4ae7-8e3e-59a6473069db","GO108 - Myomectomy",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.5f3d47e0-5774-416b-857d-fb89f5ecce31","GO107 - Ovarian cyst",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.880cac40-3cb0-42ea-9f9e-5b0b8908e462","GO106 - Hysterectomy",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.51ea1a06-2d19-4282-87d3-13218ee4d4d4","GO105 - Vesicovaginal fistula",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.fb8c10d2-960b-450d-aa2b-71c1012031eb","GO104 - Ectopic pregnancy",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.6060ba72-90a2-4ed1-9232-d0bc97c607e2","GO103 - Cesarean section + Tubal ligation",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.455d4174-42ba-4819-89b5-f574e54baa42","GO102 - Cesarean section + Hysterectomy",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.86a76e88-fde2-4bc8-9da1-80064bf35fbb","GO101 - Cesarean section",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.c7f348ae-f2c5-4af4-b26e-590cc8a9f987","END499 - Other endoscopic act",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.f02b10b9-5b30-405a-a40a-a551dd22a99e","END403 - Colonoscopy",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.2f9d74fd-9c74-4102-b03b-07abe135b658","END402 - Rectoscopy",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.69503b4c-742f-40a0-aa6d-b15fb8402d2f","END401 - Gastroduodenoscopy",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.60fc0dc0-2de0-4911-9b63-4c6c5e37587a","END399 - Other minor endoscopic surgery",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.da436fd3-6794-45eb-b8fb-d2c1c803f04a","END299 - Other intermediate endoscopic surgery",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.2f2d44a8-9359-423e-8394-c35d3e5f41a2","END199 - Other major endoscopic surgery",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.4d71a1e8-0a57-4b7d-9bc8-71be380797be","DIG399 - Other minor digestive/general surgery",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.cc4ca76c-b3f1-4b87-b223-e8e98e745619","DIG302 - Abscess incision + drain",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.a59f93b3-95d9-4aed-923a-63cbe1714e9e","DIG301 - Cyst / Benign tumor removal",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.368ca701-8031-4b10-a3c8-c3c73d43db75","DIG299 - Other intermediate digestive/general surgery",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.b23f9ee8-894e-4032-b8b6-9c102fe7cc15","DIG205 - Phimosis",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.99c9b504-396a-4974-8cad-7434bd894096","DIG204 - Hemorrhoids",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.5db870eb-81ef-4e2f-a943-dc1d839c8c40","DIG203 - Anal fistula",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.3ffc51fb-4339-40dc-9e6e-37e8ba268956","DIG202 - Vasectomy",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.4d3fc960-0546-4106-889e-3a0f5f05ff45","DIG201 - Circumcision",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.873c0a28-e2ad-4263-821b-501d7fe37f0b","DIG199 - Other major digestive/general surgery",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.67e656c1-5445-4041-9479-cdb90acc08e2","DIG109 - Rupture of rate",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.25d4f04d-cf46-4977-8ba8-fc36563285d5","DIG108 - Peritonitis",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.3c82bf49-1a9d-44e6-a298-77051bfb90fa","DIG107 - Occlusion + intestinal resection",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.0a677c5e-41b9-4904-bc8a-2577a2e38beb","DIG106 - Occlusion",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.516b8b79-478c-4681-bdd0-c96bd4be72f6","DIG105 - Hydrocele",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.f49c29fc-91fc-4f36-ad44-419719a11010","DIG104 - Hernia + intestinal resection",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.798d5c55-266a-46e9-b94e-b420f314e3f8","DIG103 - Bilateral hernia",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.1f79013c-4364-4ae7-90c7-80e187b44b64","DIG102 - Simple hernia",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.41f8ce27-2ca4-4ae9-b4f9-5c94ac58a208","DIG101 - Appendix",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.f9f565cf-8f44-4d3f-a206-7a550bfb5933","DEN499 - Other dental act",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.ff81118c-6505-4fb1-95c4-cd1bea13fce4","DEN403 - Dental prosthesis",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.12d778e5-c1b5-400c-80bf-d34b0f673c77","DEN402 - Temporary dental filling with ZOE",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.5ad1dfa8-5ed8-4fc0-872b-cfb63995d189","DEN402 - Permanent dental filling with amalgam",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.90f3f7b7-74e4-4c37-9d39-43640e8da4e1","DEN402 - Dental filling with glass ionomer",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.fd1f01e5-f5ef-4a3d-b0e8-f4557c871b6c","DEN402 - Dental filling with composite",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.a1b41110-dfe2-4161-8484-7de04f366c77","DEN402 - Crown restoration with composite",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.cb30ecf9-ebca-48b3-b3b5-827d7cffcaa4","DEN401 - Simple permanent tooth extraction",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.cff29cc9-405d-4081-9db3-3d36f4a4fc25","DEN401 - Simple molar tooth extraction",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.24ec82a3-01c3-4a67-8cda-82792cbdcfdc","DEN401 - Milk tooth extraction",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.37faba91-176f-48dd-8c5a-bf9233ca228c","DEN399 - Other minor dentistry surgery",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.1b13bbe8-e596-4c4c-b52e-488a5edf9496","DEN302 - Cyst removal",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.866e2e47-6bd1-42e9-a1b7-4c767bf062ac","DEN301 - Abscess incision + drain",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.09d46058-0f13-492a-a582-ff595452005c","DEN299 - Other intermediate dentistry surgery",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.9b1b3022-1cb7-4c05-8de8-ee60a270a07d","DEN199 - Other major dentistry surgery",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.837a36f5-ce8e-47d0-a2c8-c8b0ac5607de","DEN101 - Wisdom teeth extraction",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.2f24b402-6e6f-483b-8011-85a751c0660f","ANE499 - Other anesthesiological act",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.7178002f-9c31-4d7c-8ab2-4e84307ddd2c","ANE406 - Local anesthesia without anesthetist",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.4568fa03-36c8-40ea-9783-e826eefd7701","ANE405 - Regional anesthesia without anesthetist",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.cd0f8463-54ea-47a1-85fa-a4bc1ea600b0","ANE404 - General anesthesia without anesthetist",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.29ca668f-2918-4dd4-9169-e1f857abaa9d","ANE403 - Local anesthesia with anesthetist",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.3a98249e-13a4-4353-b025-a819b2162ca9","ANE402 - Regional anesthesia with anesthetist",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.a83ebbe5-d018-4d5f-9618-0077e5c19fc0","ANE401 - General anesthesia with anesthetist",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.e0ca788b-5591-42ce-b335-d3215cffcebc","ANE399 - Other minor anesthesiological surgery",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.56d8366c-8079-4fae-8ae3-d53ae2f86fa3","ANE299 - Other intermediate anesthesiological surgery",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
"init.ed687992-d6c4-4a19-8f95-d41c1447c661","ANE199 - Other major anesthesiological surgery",product.categ_services_procedure_orders,service,FALSE,TRUE,Ordered quantities
